ques,skill
10360,23
14754,25
14394,112
13003,50
11262,24
2556,51
4782,74
14977,55
3325,73
15125,119
3254,79
2722,84
5878,112
14859,55
3851,27
2451,54
2694,22
510,51
4306,18
11033,15
15513,22
5597,112
9504,28
12058,59
2484,54
1192,119
7221,32
14165,90
15400,100
8646,97
4164,27
6113,18
13923,8
2171,74
9784,67
1501,4
9439,85
8103,23
4714,73
1734,50
15626,113
799,51
15646,116
253,85
5833,28
3101,107
7922,81
11217,85
14617,64
15100,22
7152,21
7509,71
15394,100
10776,116
13742,86
2544,38
1103,22
2948,74
6108,49
9495,37
8986,23
4955,79
8473,120
8601,51
873,73
1666,84
2598,62
12953,71
4176,118
12494,97
3209,107
10444,49
15010,82
7114,32
8135,53
9256,56
12902,61
13988,8
12996,50
9147,121
6241,37
929,73
1561,84
2729,95
4484,85
4869,53
1485,84
9366,28
11307,59
13954,27
14743,15
15544,22
3365,74
5439,100
5352,22
6553,18
14206,87
5111,23
5500,118
10138,92
10594,87
5177,77
12634,49
8202,90
12327,118
12402,53
12455,61
8705,97
12806,81
13983,21
10409,90
6633,109
3160,51
10466,29
4474,59
8181,90
14942,79
14946,18
7342,68
14215,70
12728,37
4483,53
5243,77
6448,54
4346,113
3749,54
6511,5
8039,29
9783,24
12653,21
1134,22
9787,93
7241,32
12245,85
9223,65
350,105
297,99
9539,116
4459,67
4422,85
12819,4
1902,27
7274,56
9117,54
15511,22
2177,73
3634,73
7070,37
10461,56
13365,17
14921,82
1626,89
5066,72
15348,55
9914,59
10313,97
14418,76
7107,32
6376,54
330,76
9643,99
2135,79
2048,73
9401,85
4088,11
6584,18
13663,50
2614,27
3956,2
9748,53
2542,38
1085,22
7886,108
8357,84
4273,118
4330,97
13957,96
2594,79
11907,112
6137,86
5740,85
8084,23
11974,72
13197,67
13501,21
7453,32
9671,68
4818,93
11916,81
4838,24
1910,93
4073,4
5264,79
7353,116
8394,58
11940,95
11113,70
13619,86
15603,119
8565,51
4922,79
581,73
12001,95
1923,108
8849,38
6646,109
15542,22
4362,6
7908,81
1805,112
9647,28
13021,33
12256,11
15019,55
3053,29
5222,77
196,120
5350,22
4656,110
9385,5
12152,76
12903,61
6071,18
12465,111
10910,108
10472,120
9361,28
15555,22
7951,116
13433,18
1814,113
414,66
5387,105
7206,21
9623,116
12285,97
5306,11
11648,4
101,54
6023,28
3684,95
8935,60
158,71
8351,95
4196,29
6801,5
2040,51
10011,23
1841,6
11051,71
3859,61
12360,97
14287,67
3494,96
10990,56
2431,76
6318,76
2914,118
14957,18
15303,42
11074,111
6473,37
8001,29
5804,28
10054,90
11573,71
14377,38
2597,99
4816,17
5757,28
7143,32
5537,23
7299,32
7113,21
13750,90
1129,22
11040,18
9285,56
12762,95
6624,38
1685,95
14528,37
19,74
113,91
2477,54
1590,84
2956,85
2117,95
4902,50
6739,28
10969,29
12165,37
12378,111
2141,73
6535,91
7071,37
7460,68
10698,13
3948,24
223,59
351,118
6582,18
2406,119
7503,38
8548,67
1977,2
9345,29
6377,76
934,51
6913,56
8143,118
4626,67
6145,86
578,73
10670,30
9288,65
374,44
800,51
3900,74
4392,85
6135,86
7473,32
11746,65
13929,72
1285,84
6595,18
11335,17
2719,84
8453,97
10380,87
2248,79
6278,37
2747,119
3175,79
7131,21
1436,119
4240,40
3165,85
3548,67
7270,32
14271,113
8847,38
3943,74
13881,15
862,51
9994,23
13145,67
12254,27
3534,5
4468,53
3600,67
7022,88
9609,92
10702,56
12871,50
7947,119
13107,59
7120,32
14142,113
15537,22
14531,113
9514,67
6257,115
9895,59
7676,92
3723,28
3888,93
1601,4
9956,59
1303,84
2987,96
1839,6
8451,28
8879,68
10691,71
12129,61
13794,37
6575,86
4639,61
7207,21
10924,111
5596,112
4386,53
10116,90
3799,79
129,28
13766,86
21,38
7382,116
13632,86
13524,108
10407,97
12063,4
12536,113
13031,108
276,84
13233,61
614,62
3661,59
3347,79
2483,76
11342,79
13486,32
6929,27
7263,32
3627,4
10747,59
2284,96
3077,107
2506,38
6750,28
4310,41
4408,33
2601,51
10832,18
12976,71
12868,61
2071,51
14866,55
114,54
11644,81
13428,21
8863,37
13927,77
124,99
2984,84
5608,105
13194,21
12389,111
6877,56
10875,5
15496,81
6496,29
11633,81
7181,32
5570,61
13987,25
9531,116
915,51
8320,90
11016,55
12834,95
11093,55
905,73
8401,97
4744,72
6279,37
7621,58
12748,81
5627,37
12482,37
11316,17
5324,67
4612,71
13170,118
13963,113
9274,65
7051,37
3445,22
7848,1
10066,37
554,51
5080,79
1417,119
13332,32
11282,112
3735,47
8695,97
12253,29
1299,119
15116,119
14114,110
8463,111
11031,71
1821,6
5343,71
6292,54
5219,77
9971,81
8156,118
326,62
5745,53
13624,77
6439,22
6666,86
7967,62
1298,84
13094,81
7169,21
13121,85
12248,61
12889,49
1750,118
4327,97
10949,108
5564,118
14343,100
1003,119
8941,60
1502,95
14028,29
8108,23
12234,67
15210,100
4687,118
4634,110
4448,53
10064,74
5777,28
10939,59
7188,21
10996,56
11789,3
14565,37
1967,96
5577,118
4420,59
7174,32
14413,113
5844,28
4856,33
7514,71
8589,73
15262,100
7149,32
3841,85
9557,116
7714,92
15077,43
7031,28
2727,6
1047,119
4486,85
1088,76
10392,68
11251,27
11498,120
12717,38
10378,59
3067,107
14027,61
12219,72
13813,76
14127,110
14550,37
15090,57
13335,75
13376,24
13999,32
9860,59
15298,42
2602,79
11085,49
14748,15
5093,79
3575,96
11811,19
12812,4
4381,67
8126,51
13352,17
6147,49
12669,79
14981,55
8658,97
195,120
12474,79
14600,110
14863,55
7870,52
1969,0
2026,51
5198,77
6497,5
8583,51
2655,87
289,92
5571,61
6084,86
879,51
3360,93
11145,70
4310,53
13941,19
13499,32
869,73
228,71
11630,81
7471,56
15236,42
3902,53
1941,27
8624,63
9086,67
6247,38
1784,112
2967,40
4641,17
12440,113
403,69
3214,27
3493,96
13208,118
8176,109
679,73
1414,4
4788,87
6786,93
4114,2
7859,80
8843,37
9065,85
12274,111
1907,27
13015,32
15306,52
13370,17
6454,102
13427,32
14410,65
8171,51
9108,54
12553,97
14262,24
6202,118
12330,85
1617,99
786,51
9881,59
13896,72
9958,59
668,51
6292,91
7544,84
9341,27
9824,59
12164,74
6960,5
11210,75
12255,11
9331,29
12424,97
13564,61
13800,76
5319,45
94,119
8733,97
13772,18
7496,38
1284,84
7040,28
5855,28
8089,23
5731,2
11794,74
12268,21
12783,116
3383,74
12581,6
7421,116
1834,6
1598,119
2196,30
6537,54
8480,120
383,44
11101,20
12832,76
13687,86
4735,24
12016,85
2243,29
13221,118
1459,119
14414,116
620,73
4943,79
10882,27
2604,2
11827,95
14193,70
6452,54
13994,113
15158,119
1402,119
12362,6
1169,62
12149,72
12096,76
12311,67
14222,97
15101,119
4711,112
10121,49
10634,67
10127,111
12841,76
10972,5
12637,49
12674,61
5702,50
10624,85
642,73
9372,28
5250,11
4832,38
230,2
159,2
2640,84
4140,29
2986,96
3709,4
9641,37
12731,37
13349,61
5782,85
13406,38
7358,91
2190,112
10331,85
13817,37
3300,79
3465,22
571,51
9570,116
11275,28
4130,118
4311,53
13335,111
4007,74
2797,51
357,22
4409,53
68,95
4462,67
2982,79
8022,29
13209,67
7570,74
14819,49
7462,68
1325,119
9263,56
461,56
4277,118
8530,120
11379,17
13594,86
10733,59
12659,37
10538,59
15602,83
6544,15
1073,119
3470,67
13405,24
14374,76
13988,9
4162,41
15678,23
9703,103
1921,50
2283,96
9252,13
9751,53
7883,52
2468,54
8995,60
12042,59
12976,15
12517,97
10467,113
15530,22
13371,118
4569,74
4940,79
15259,84
6644,86
2691,22
9845,59
7849,117
2839,118
5743,53
8087,23
14889,55
5713,2
11572,93
3530,27
4588,49
2373,0
11340,17
8515,16
783,51
1518,84
13247,32
14766,55
4470,53
5817,28
11662,74
6096,37
2960,68
3331,87
4450,33
8666,63
12354,32
14608,64
4147,67
7577,116
15097,22
13061,61
8161,118
8019,16
482,62
12036,81
14489,108
3297,79
11210,111
9240,56
11989,95
13824,112
3084,107
14261,37
6618,109
4583,93
5541,23
11281,112
14778,82
7046,51
4995,79
15257,119
5592,17
15139,119
1844,0
12760,4
12675,61
9862,59
2766,84
2968,11
255,53
4857,53
9923,59
7890,1
11951,4
630,67
9762,103
12685,76
13961,27
12618,49
2394,119
9528,81
10460,23
1250,84
3305,119
6090,18
7045,27
13026,5
6927,27
7025,73
14447,121
686,51
11204,5
7325,116
8023,29
10003,81
15238,42
305,116
2541,38
7021,29
14959,18
1970,95
11241,24
7135,21
13430,21
432,113
8849,37
9101,54
8963,45
10144,120
13129,118
4045,38
8531,111
361,62
12242,51
11403,79
11497,120
1070,119
9499,28
6075,86
6242,38
2962,108
10025,52
13918,8
8858,63
6527,27
8365,29
12437,113
12849,81
219,86
14210,112
8251,90
9997,23
926,73
12166,74
488,85
252,22
8223,16
12568,111
14111,110
14781,106
15095,22
4471,53
7708,110
12503,97
3399,28
10382,87
4172,118
4158,33
8378,58
6435,96
11995,85
14572,64
13646,24
13744,32
7370,116
12520,6
14827,18
4185,118
5163,77
86,119
1614,95
5224,77
13797,37
11055,74
15272,52
5931,64
13413,21
15539,22
655,73
8832,73
4322,24
5742,2
4821,50
3692,22
7190,21
2168,73
4901,74
9469,29
13260,32
1423,84
303,99
9810,59
6629,109
273,84
1855,113
4858,41
5447,51
14242,116
10522,30
705,73
8113,23
544,73
8936,60
1261,84
12487,113
14637,64
3118,107
13935,86
13216,53
5788,28
6814,11
14241,37
7705,110
4621,93
9535,116
7097,21
2186,29
5544,112
10179,16
11205,29
15001,86
9967,81
8391,58
5707,37
14390,58
5251,11
11870,72
4407,85
13431,21
3406,64
13046,61
15209,100
11954,95
1729,93
7728,103
1607,84
3969,2
11836,95
6756,28
2779,84
11134,111
8442,97
13539,108
9510,28
5037,79
291,116
9604,81
11697,95
918,51
5098,79
11019,55
10711,27
7443,21
5321,45
6579,18
2650,90
4150,27
11319,17
9804,71
106,76
4211,27
7638,112
10351,97
11987,59
5283,105
21,37
7173,21
557,51
10539,27
334,84
12593,76
8238,23
5644,22
12822,95
6670,49
14060,111
2052,73
1620,118
6360,18
7091,28
846,51
4456,33
13922,8
13936,37
12181,72
712,51
8479,120
4874,33
4452,53
1144,22
12228,85
13034,32
9769,27
15521,22
930,73
2564,51
2783,73
12831,37
1894,95
7650,23
1348,119
5453,28
8654,97
13171,118
5704,38
9879,59
1230,119
15436,22
9940,59
6288,76
1509,4
9447,85
14984,55
1442,95
8044,58
4390,33
1652,84
15061,55
12369,97
4488,41
1286,84
7191,21
9203,121
764,76
9156,65
730,76
14129,110
2273,99
4859,33
7741,103
5267,6
9336,29
1111,22
3184,67
15388,119
10955,61
14400,76
11126,38
5799,28
12961,71
14101,113
8110,23
7399,116
10793,59
14510,112
4214,118
12704,71
2187,29
15115,119
1393,119
5280,105
7702,92
4217,67
14623,64
4473,41
4492,85
1275,119
6734,28
15552,22
13648,37
2173,93
14438,65
13047,61
14603,28
10816,18
12316,67
2039,73
14850,55
10802,29
3933,2
9596,27
2029,51
13259,21
13321,18
10792,27
2159,15
6429,27
5004,79
13991,21
866,51
15196,36
6861,56
5065,79
6419,29
9079,60
10825,85
11874,72
13924,72
15406,83
15561,42
14223,70
6358,18
2698,84
1877,112
3524,88
6324,102
353,93
7302,91
3201,107
5915,28
6513,27
14146,113
5204,77
3244,79
4249,11
7605,58
1142,22
14551,113
6599,109
12684,76
5180,54
14303,37
7235,21
429,113
1886,113
3719,62
10797,73
1397,76
3048,79
8508,120
9078,30
10036,80
49,38
8883,28
2289,29
4875,41
4144,61
2110,29
6822,30
13055,59
6792,93
304,116
9291,56
14782,25
9087,85
4234,2
4804,96
3840,27
5468,31
2774,87
12286,97
172,59
12323,67
11672,37
6592,18
6963,5
1804,113
5141,16
7523,93
15146,119
944,51
4945,79
4452,41
4566,49
2445,91
6064,28
10255,97
10605,28
2179,51
6854,56
7664,116
10068,37
10628,85
4081,4
9194,94
12848,95
6577,61
9423,67
3578,22
114,91
5078,79
12355,97
5676,24
13917,9
4242,61
6938,30
11782,66
5480,113
6924,29
10335,85
493,53
4417,33
5358,118
10665,121
13056,59
11757,66
7697,92
6729,28
14571,64
241,53
5489,86
5546,23
160,61
270,54
1546,95
8538,111
11656,4
13085,81
13288,67
14010,110
1256,119
14134,84
13336,17
11059,71
3112,107
12529,97
3706,95
7550,28
10300,97
11770,17
9168,121
10840,86
14338,5
15572,14
11206,5
15562,36
458,16
5926,28
13678,50
7151,32
12107,3
13834,18
7121,21
3866,62
1137,22
10920,61
1797,0
14133,6
7303,116
12913,37
4425,59
3610,59
14636,64
8028,29
12120,37
1730,84
4880,33
4458,53
1991,95
7434,116
1297,119
7140,21
9805,30
8813,84
7069,15
11232,93
4377,41
12695,114
3946,2
4876,53
1179,119
13582,86
2111,29
4255,72
15176,36
4131,118
12779,37
11964,93
415,113
4558,27
6709,73
11310,59
5041,67
993,73
2627,51
11408,79
13316,21
14892,55
4117,24
11579,22
13984,23
415,6
9865,59
4396,33
737,76
1344,84
2238,99
352,46
6471,27
6698,109
9942,59
5563,51
6042,28
8954,60
14269,10
1597,119
13487,61
13363,67
3556,67
8266,90
864,73
14735,112
6883,56
3385,93
5458,54
13153,67
6299,91
7183,23
2622,84
7281,93
3432,64
10073,90
6664,51
3033,59
10843,49
12542,113
10643,65
2952,15
12592,76
14388,59
8635,97
11041,86
2426,84
580,51
2227,29
6167,49
7010,28
11725,4
12531,113
15612,42
10609,116
4638,86
11051,93
4897,72
12180,72
2995,96
13721,72
6479,112
2016,2
1409,84
6318,54
10353,111
12227,111
5463,30
238,74
4769,118
5120,96
8506,97
10889,27
11198,111
6493,84
10400,56
3204,59
15169,36
12807,4
1068,62
6948,56
13921,106
12597,56
9598,27
3071,107
5277,71
9692,68
11174,71
12223,72
11714,72
2772,84
5656,112
3787,99
8559,85
9521,116
9,74
12071,4
673,51
5513,113
10466,27
2956,2
13807,91
3773,61
8680,97
3834,61
14803,49
13032,21
10104,90
14567,56
12088,35
12017,67
5380,118
7118,21
11268,85
15411,119
4925,79
5974,74
9972,81
11491,100
3890,74
4986,79
14769,82
10646,121
2510,74
13976,61
2865,73
2847,73
2942,73
601,51
14181,76
2619,38
13986,106
9222,121
8747,27
8875,110
1878,6
7749,23
1294,119
11504,120
11784,26
14148,113
11804,69
5959,64
454,72
1911,74
2452,54
7189,32
1878,113
1237,119
1716,84
15514,22
12895,49
2210,96
12899,50
13,71
70,120
2159,71
3687,95
74,119
5336,23
40,59
7164,32
7448,21
4529,113
9829,59
10141,111
14873,55
1810,0
14146,6
11324,17
13795,76
2485,91
6104,28
11067,56
36,15
4620,71
14370,11
130,84
4454,53
14602,103
3453,22
7178,21
3130,107
15590,119
15024,20
12827,95
13401,118
5834,28
3523,88
8650,63
11143,20
11850,72
633,62
6076,49
3068,107
4278,118
1829,6
7652,51
9999,23
2319,85
8280,16
10848,56
3652,59
7757,80
8555,118
12172,37
15138,119
4581,15
7781,90
14925,93
82,95
15465,120
5050,6
6152,37
1654,84
3391,38
10016,52
7358,116
9205,65
3789,79
12964,50
4305,86
9215,56
10482,60
12940,11
9020,58
13885,111
769,119
9367,28
6578,37
13918,9
2844,73
9907,59
812,51
2170,2
7196,21
14995,49
7182,32
2971,118
7522,71
10913,56
13185,118
7157,32
637,51
10862,5
14914,82
12227,75
3285,99
4860,85
5557,41
10068,93
8952,45
7769,111
8115,23
15344,42
137,40
7119,21
2192,29
5666,74
9032,84
4855,67
3673,59
6857,30
6270,37
15198,36
4882,53
12820,4
1718,31
9008,45
2634,73
11819,19
2946,93
345,62
10281,97
6505,116
4379,85
8666,97
13642,49
4811,118
14722,10
3645,22
6222,59
14362,37
1745,108
5536,73
15525,22
5518,73
9777,48
10560,87
6511,27
6639,86
7597,108
8734,97
8349,29
14289,37
13118,67
2144,51
13303,93
14299,76
4075,54
9681,116
9321,29
833,51
4459,33
4496,53
4298,97
8989,45
6889,56
13858,69
2452,91
2680,84
11439,17
4455,53
1848,113
2462,84
13738,71
7240,21
141,37
4800,18
8851,37
3852,5
7867,80
4914,38
6524,116
5285,53
9468,58
4776,27
6311,54
14357,49
14274,36
14522,112
6614,109
1398,54
15253,119
10845,86
7202,32
12382,11
8536,120
10426,68
11128,86
12338,85
4644,97
12912,50
9430,85
5473,31
11428,75
2688,22
504,51
15256,52
10422,56
1320,119
7642,90
10261,118
11673,100
13383,38
9665,68
2494,54
6954,56
9362,28
2745,84
7068,32
3206,59
4781,73
13301,17
15556,22
1430,95
15438,22
11626,95
13956,29
2684,95
1292,84
4258,6
5401,68
2464,84
8097,23
927,51
5739,2
11541,22
13210,67
1728,50
12974,24
736,76
13453,5
15295,83
15613,52
1842,6
2882,118
4419,41
8309,16
742,118
5145,79
11285,17
15390,36
10863,5
8265,90
14748,37
7817,1
1643,62
13922,9
14809,49
5083,79
14378,38
11544,4
1021,22
13965,59
2911,118
13266,61
1747,108
7371,116
8375,58
8503,97
11236,24
11369,17
15180,119
1130,22
745,76
12470,85
2445,54
7599,108
12696,18
13030,61
14535,13
12896,49
11151,70
6740,28
12241,118
1689,84
218,71
11070,18
8985,60
7195,32
11800,19
4722,118
5011,105
1408,84
308,116
12264,32
13764,113
15249,84
15283,100
9872,59
11761,26
8677,97
10675,87
5277,15
7774,103
14001,90
10537,90
8212,90
5519,118
13217,67
4602,59
11407,87
12321,118
14048,27
6116,18
7065,37
8171,73
5385,118
12687,99
3995,38
7142,21
270,91
10756,59
11713,72
11387,17
5176,77
13602,86
3027,54
9520,116
10617,85
6082,49
1959,84
3478,67
7369,32
3193,107
3800,61
7972,29
8704,97
7925,27
2130,79
4436,53
8838,28
15325,52
4008,74
6960,27
6139,49
3226,11
5152,37
10846,49
12515,6
2291,96
3654,59
7074,15
13631,86
15049,82
9246,56
11756,72
2116,29
4065,24
14271,6
15538,22
11386,61
13805,112
9663,81
387,72
14721,72
1905,108
15277,83
5721,2
11708,26
1119,62
3724,28
3373,74
6999,56
1911,50
8466,97
13700,86
13070,28
8452,28
14160,16
10635,30
6248,74
8210,90
7373,92
4933,79
2475,84
5693,45
7026,73
2205,99
8823,58
1496,22
14018,5
2907,73
9400,85
11228,38
14616,64
36,71
9757,103
8836,73
221,93
700,62
5783,28
4701,84
11428,111
10365,85
7936,81
2360,99
3429,85
8013,29
10174,16
1752,118
153,86
6789,93
7231,32
248,84
5327,49
49,37
12034,91
5549,23
6209,67
6337,54
14544,113
7704,92
10516,56
8575,51
9352,54
4581,71
10246,97
10607,121
10800,67
11849,72
12703,81
15418,119
3628,4
14330,100
1852,0
7719,92
14060,61
3927,24
1586,84
3324,51
14121,71
3290,79
6751,28
7081,32
15161,119
10971,27
13561,18
14972,55
6266,118
10886,32
826,73
4894,118
13439,17
5752,2
6098,18
11226,71
6295,91
5424,45
9347,27
1049,119
6157,86
256,22
111,54
6929,5
3694,95
6544,37
1456,95
5966,37
9836,59
10572,85
14073,24
6497,27
11469,26
6389,29
11705,19
14529,15
15464,22
10176,16
5932,28
14757,55
2924,118
4461,53
7219,21
11023,111
13613,86
5885,28
1618,118
7143,21
181,85
7280,37
10101,90
13917,8
8857,37
167,38
3768,59
3440,28
10671,65
14913,82
14363,49
14186,59
1139,22
8663,97
4930,79
15212,42
7484,38
2886,73
375,48
6226,108
9621,28
6175,37
7208,32
1930,108
2074,73
6002,58
4527,28
9094,116
4080,91
8715,97
8752,27
10566,59
9473,29
11045,86
14205,111
10941,5
2400,119
7322,91
9648,37
706,73
1647,84
4554,45
2781,95
2140,73
13450,38
13882,37
6306,22
1845,113
2315,79
3050,96
1703,119
6667,51
1744,108
6048,28
4160,27
5674,74
5896,64
9729,110
7398,32
8095,90
11305,28
11172,13
583,51
6335,22
11433,87
3634,51
5778,28
13345,38
9680,116
990,51
13705,93
12719,37
7117,32
856,51
7529,32
2176,85
9525,116
3245,99
6268,74
4786,37
3677,96
9615,103
2522,74
2964,37
2414,84
7016,28
7866,80
14095,110
4397,85
6713,28
7320,116
8361,58
12102,37
15547,22
5750,2
724,89
11927,74
13150,53
3922,24
6263,118
14336,43
8579,28
281,116
15462,22
12452,21
1890,113
6428,88
8626,97
7534,28
11565,22
6675,73
14824,110
15191,100
14645,64
15670,67
13966,27
9311,27
15265,83
13035,21
7871,52
1326,84
5910,28
13823,116
6640,109
2744,84
3239,73
3570,96
5293,118
7105,21
1121,22
8460,111
12764,37
7244,32
5377,59
6660,49
2939,51
12873,67
15218,100
12565,37
8120,23
10758,59
3671,59
9277,121
2530,4
12720,18
4442,53
2578,54
7736,103
4338,66
3977,2
7124,21
7110,32
6379,54
9779,24
14924,37
4438,41
4974,79
6621,109
3845,27
3849,88
9143,121
14994,55
10856,67
14771,82
5197,77
7451,21
9323,5
6587,18
3593,67
8938,45
14876,55
3959,2
15416,100
1006,76
5115,100
1642,84
7005,56
1736,17
7181,21
11596,22
12654,72
3744,64
12587,113
3854,5
6492,28
6059,28
15624,32
9342,29
6867,56
9986,23
10385,85
7440,32
13360,118
8609,73
9658,68
773,119
2862,66
15425,52
9705,103
12037,4
6478,74
12458,113
7389,116
13474,85
682,51
6839,87
8053,29
5840,28
4365,6
8400,97
2480,91
13180,118
13531,108
8133,85
7237,32
1427,119
6538,54
1896,4
5447,73
12698,75
4848,37
15126,119
2409,84
13962,113
6832,30
12582,97
8534,111
5427,37
4398,33
611,73
2438,119
12103,37
61,120
14428,97
7559,92
9154,56
10309,97
1740,28
11651,4
15628,92
7297,21
4378,85
2860,84
2823,96
9164,65
11790,17
6932,56
11755,72
4810,112
7303,91
10953,86
9582,27
13306,17
3467,85
2826,87
12230,59
15567,14
889,73
4829,37
6348,22
1867,112
5440,118
8118,23
1321,84
5905,28
4326,97
4752,72
4681,118
2239,79
9538,116
13829,18
8566,73
5972,28
10564,87
5587,118
5649,23
8209,90
3466,22
13016,21
2973,38
1971,95
2370,29
1293,119
2427,84
14631,64
4245,118
6485,61
7021,27
10107,7
10502,52
11390,17
12324,67
12111,19
585,51
8588,73
14365,37
11659,74
8792,27
12471,29
1667,84
14597,82
14658,64
10049,51
12802,37
12744,37
12508,6
1794,113
12879,49
13364,32
7034,56
7438,92
3944,24
1339,84
12883,50
14991,55
9813,59
15661,97
6037,28
337,84
6440,31
14857,55
513,73
7243,21
3042,79
3855,5
11830,74
12356,97
4438,53
11264,87
15307,83
997,73
5102,28
9343,29
11270,29
10044,80
8573,73
3521,27
4343,72
5818,28
1790,113
2739,66
10767,61
8240,90
11667,3
13650,18
10828,61
11121,13
7052,28
8101,23
13343,53
14444,117
9835,74
3507,73
868,73
7930,27
3312,31
10124,111
1779,113
15098,22
507,51
8833,4
13565,86
10067,15
15364,119
13498,17
6586,109
12877,116
7792,103
12530,97
10884,29
13380,93
9199,56
15107,119
14376,11
12967,71
7878,117
4190,118
13342,17
12421,111
914,51
6538,91
12853,108
9891,59
796,51
8167,73
9687,68
10636,85
9952,59
12914,74
12710,71
10697,65
12676,51
12904,76
12552,97
13246,21
8689,97
12070,67
8861,97
7877,52
9431,67
10028,23
9297,27
41,71
5983,28
4004,74
3049,96
7250,32
10343,85
13202,118
3630,4
5109,23
5498,118
8018,29
60,84
3326,95
406,72
11205,27
4994,79
5071,79
13398,85
13661,50
11955,95
11793,72
3657,59
2883,118
4866,53
9524,116
4444,41
12490,6
15152,119
8499,111
12116,74
10925,29
13330,28
10440,121
5938,64
433,72
362,62
2983,96
9675,81
13248,21
1711,84
15509,22
9500,28
12034,116
15664,97
2869,73
8958,60
14335,43
5981,47
1990,4
4480,53
6394,29
13267,17
14550,15
10539,29
10197,30
14644,64
4439,53
3532,29
3594,96
4590,67
4652,74
5829,28
7224,21
8551,118
9603,59
7148,21
6161,37
10411,103
8896,85
13310,32
3954,2
5880,28
7617,58
3569,96
6295,54
8275,16
1335,119
13543,18
12787,37
10354,103
6157,49
13722,86
1201,119
1680,84
10001,45
10743,59
13945,72
14687,64
10548,59
3460,96
6872,30
13603,86
15621,17
12929,59
4404,33
14163,110
4589,27
7565,28
10885,21
10591,116
14045,110
5561,73
4883,53
5068,79
3848,88
15540,22
9977,56
9855,59
11468,17
2762,84
14182,24
14780,59
7366,91
14899,55
13247,21
12516,97
2752,66
5173,77
5945,28
13940,26
3308,79
4902,93
10584,28
13241,68
6120,86
5495,118
3351,93
14024,21
2966,37
4271,6
14793,49
1973,38
10076,90
5239,77
8424,16
10992,56
8444,51
9237,56
71,84
10009,23
1855,6
10485,85
11353,17
6805,27
14409,97
7911,27
7634,69
1114,22
13776,93
15093,23
12040,95
7844,80
6501,116
7388,116
9127,49
13426,21
3401,38
12131,111
8761,81
5906,2
8743,97
15638,90
10802,27
7857,52
8969,60
12656,32
1868,113
1706,84
2581,37
3795,99
10792,29
2732,87
188,37
13681,50
9856,59
13482,37
12453,37
7454,21
4535,113
13502,32
235,2
4782,50
9316,27
2404,119
8546,67
13040,21
525,51
12,74
6100,18
12025,67
7126,21
6395,29
14555,116
814,51
3224,37
4282,67
4852,33
7092,28
3784,61
8286,16
9001,30
12409,59
13585,86
14226,70
5345,96
1573,119
11133,111
13430,32
15309,52
1886,6
12007,85
9794,28
13457,28
3063,107
9111,54
2295,29
4918,79
3699,59
3736,47
5967,64
11997,95
4979,79
1316,119
1724,84
3850,27
6191,71
8622,97
12441,97
13139,118
14188,11
15133,119
1549,95
15522,22
15599,36
7560,68
172,53
5202,77
14074,110
7456,21
3115,107
9328,5
12869,50
15659,32
9357,28
15551,22
6460,27
7186,21
14657,64
7391,92
977,51
7766,120
8807,58
4536,6
10007,23
10960,55
12170,76
9337,27
13495,32
3896,2
5396,51
10689,71
12631,97
3275,79
13751,90
11985,59
727,120
12436,113
13043,97
1780,112
14383,76
10229,20
2967,37
8321,118
7997,29
2607,2
10761,59
5044,85
14700,64
8058,29
4006,74
3935,48
11225,38
13275,50
3018,79
4390,67
13616,86
6321,54
436,6
7109,21
1361,119
13251,61
3379,74
9645,84
1243,119
4892,48
9740,103
555,73
4717,37
9265,65
6735,28
4464,85
11306,59
12563,76
7318,21
8359,73
4312,41
11923,72
6701,109
7654,93
9597,29
12364,32
15610,84
8832,51
9938,59
7483,71
7540,28
4976,79
6663,49
9820,59
15448,22
654,73
1389,84
13544,37
2305,84
2069,51
2875,118
11709,112
11567,22
9226,94
12121,112
6111,18
5916,28
122,99
1868,6
4445,53
4482,33
1962,79
6628,109
1854,113
7127,21
12292,59
13345,37
296,92
6325,11
4863,67
14119,113
2334,88
6514,116
10095,81
15314,42
15206,100
14512,112
11921,74
12942,4
4003,74
12685,37
15665,21
50,38
8884,28
12712,93
4819,86
5298,73
14331,100
258,59
4060,24
26,15
6513,5
11185,111
10729,59
5312,85
2580,118
12861,61
13320,67
15533,22
3537,61
6593,109
12694,76
7481,38
15419,83
13515,32
9838,15
15114,119
4889,53
12115,74
7514,38
3058,107
11029,71
13079,91
13656,74
3415,37
5341,71
153,49
7025,51
8215,16
12054,59
8154,118
8205,90
11859,81
4234,85
4490,59
7248,21
1491,22
4547,38
8360,29
8826,112
9244,65
9841,59
14611,64
15312,83
6626,49
567,51
12081,72
8228,28
5762,28
974,51
13942,26
10600,85
10492,67
14815,49
840,51
10350,97
9161,94
5980,64
8106,23
3343,79
4385,33
8059,29
3883,74
6703,109
7699,92
87,95
10078,90
5316,72
7000,28
6801,29
7722,71
12265,21
12336,67
13452,27
3664,59
8096,112
1847,0
9673,68
12882,50
6730,28
13309,17
14686,64
1224,119
2725,6
2800,73
3080,107
1045,119
10695,13
12497,97
12972,71
14025,9
9551,28
15607,119
6093,18
298,116
11887,72
13218,67
194,37
8172,73
9568,92
7551,28
9089,85
9295,27
11710,27
6270,15
12715,71
14078,6
13019,21
14591,82
541,73
10969,5
15094,111
7825,1
3133,107
